skill_uri,skill_label,russian,skill_category
http://data.europa.eu/esco/skill/c0fc7d2d-d013-40d7-bc58-75cf3771153f,perform minor repairs to equipment,выполнять мелкий ремонт оборудования,skill/competence
http://data.europa.eu/esco/skill/c13fb093-5ffb-491a-b8b7-fa2d42a57e2e,implement cloud security and compliance,внедрять облачную безопасность и соответствие,skill/competence
http://data.europa.eu/esco/skill/c1f29568-f2bb-49d2-b6c2-28748bd1629b,manage online content,управление онлайн-контентом,skill/competence
http://data.europa.eu/esco/skill/c2218533-3e2a-4f50-b4fd-afde71dcf442,edit recorded sound,редактирование записанного звука,skill/competence
http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,provide ICT support,обеспечение ИКТ-поддержки,skill/competence
http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166,ensure proper document management,обеспечение надлежащего управления документами,skill/competence
http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794,style sheet languages,языки стилевых таблиц,knowledge
http://data.europa.eu/esco/skill/c2cbbccf-4ffd-4626-86e7-505b39c872a0,implement spam protection,внедрять защиту от спама,skill/competence
http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13,apply technical communication skills,применять навыки технической коммуникации,skill/competence
http://data.europa.eu/esco/skill/c39b8441-359e-4cf9-8a52-c5f6dd918813,lighting techniques,техники освещения,knowledge
http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d,MATLAB,MATLAB,knowledge
http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562,write scientific publications,писать научные публикации,skill/competence
http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389,deliver visual presentation of data,предоставлять визуальную презентацию данных,skill/competence
http://data.europa.eu/esco/skill/c3e88160-eebc-4cb9-aacb-c11792bcdc7a,consult with stakeholders on implementation of a production,консультации с заинтересованными сторонами по вопросам внедрения производства,skill/competence
http://data.europa.eu/esco/skill/c4272323-cce6-4535-ac71-4f6841f4f89a,organisational structure,организационная структура,knowledge
http://data.europa.eu/esco/skill/c453cf81-6197-428e-84c6-70c773b63f27,ICT architectural frameworks,архитектурные рамки ИКТ,knowledge
http://data.europa.eu/esco/skill/c4b1f326-224a-420a-b8b3-814a8f13b6cb,implement front-end website design,реализация дизайна веб-сайта,skill/competence
http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc,application usability,удобство использования приложений,knowledge
http://data.europa.eu/esco/skill/c4ba511c-dc24-44bc-8bc5-10b2d4a191fb,blockchain design patterns,шаблоны дизайна блокчейна,knowledge
http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817,report analysis results,отчет о результатах анализа,skill/competence
http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,give live presentation,проведение живой презентации,skill/competence
http://data.europa.eu/esco/skill/c5e8abde-d2ba-4e8e-a65e-720b71180666,unstructured data,неструктурированные данные,knowledge
http://data.europa.eu/esco/skill/c5ed451b-ef39-47a3-aee7-8f5be0aa8431,CA Datacom/DB,CA Datacom/DB,knowledge
http://data.europa.eu/esco/skill/c6ce2d77-ba89-432f-87dd-f1d36557fc95,work with composers,работа с композиторами,skill/competence
http://data.europa.eu/esco/skill/c70bfec4-9a2e-4f22-a362-79c2ea17ee9b,attend music recording sessions,участие в сессиях записи музыки,skill/competence
http://data.europa.eu/esco/skill/c7451027-8249-405a-bb1b-342ff0f3fb3b,Salt (tools for software configuration management),Salt (инструменты для управления конфигурацией программного обеспечения),knowledge
http://data.europa.eu/esco/skill/c7cc6dc5-d56b-4323-8e5c-47c4022f615f,quality assurance methodologies,методы обеспечения качества,knowledge
http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,LINQ,knowledge
http://data.europa.eu/esco/skill/c7d328f4-87a7-4091-8eb5-122f471bd954,collaborate on costume and make-up for performances,сотрудничество в области костюмов и грима для представлений,skill/competence
http://data.europa.eu/esco/skill/c8ab7e5b-b786-412f-a519-dfd93517b698,study media sources,изучать источники информации,skill/competence
http://data.europa.eu/esco/skill/c8ac1986-38fa-43b2-89dc-50a4beeb420e,electricity,электричество,knowledge
http://data.europa.eu/esco/skill/c9b6aa32-6c42-4903-8e5a-23e43edf03fc,online moderation techniques,техники онлайн-модерации,knowledge
http://data.europa.eu/esco/skill/c9e96450-421d-48af-9ee6-d9c50e29afc2,ICT recovery techniques,методы восстановления ИКТ,knowledge
http://data.europa.eu/esco/skill/ca71c597-51c2-4ead-a7b0-b108bce89caf,cognitive computing,когнитивные вычисления,knowledge
http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,ICT system user requirements,требования пользователей к ИКТ-системам,knowledge
http://data.europa.eu/esco/skill/cace7a77-38b7-4cdf-8171-e17692bef5f6,respond to customers' inquiries,отвечать на запросы клиентов,skill/competence
http://data.europa.eu/esco/skill/cae4c053-05d1-413d-8499-f37793aad56e,audio editing software,программное обеспечение для редактирования аудио,knowledge
http://data.europa.eu/esco/skill/cb1b0777-0388-4b01-a0cf-7c6bbfbbd61d,review development process of an organisation,просматривать процесс развития организации,skill/competence
http://data.europa.eu/esco/skill/cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1,manage standards for data exchange,управлять стандартами обмена данными,skill/competence
http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b,manage a team,управлять командой,skill/competence
http://data.europa.eu/esco/skill/cb89a5c0-b5cb-4c62-8e7e-7714631b66b5,create semantic trees,создавать семантические деревья,skill/competence
http://data.europa.eu/esco/skill/cbe2c304-1e7d-489a-97d9-a7d3e37a9db6,apply ICT systems theory,применять теорию систем ИКТ,skill/competence
http://data.europa.eu/esco/skill/cbeb1221-10ed-4676-a2a1-576718977001,operate audio-signal processors,управлять процессорами аудиосигналов,skill/competence
http://data.europa.eu/esco/skill/cc5ba652-736c-401c-bb5d-de17990ed619,supervise camera crew,контролировать работу операторской группы,skill/competence
http://data.europa.eu/esco/skill/cc608319-716f-4940-b80d-79e76d8a2cad,projection equipment,проекционное оборудование,knowledge
http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386,develop professional network with researchers and scientists,развивать профессиональную сеть с исследователями и учеными,skill/competence
http://data.europa.eu/esco/skill/cc716f65-a0d0-4fba-95d9-64c358f697c0,monitor ICT research,отслеживать исследования в области ИКТ,skill/competence
http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment,оценивать качество данных,knowledge
http://data.europa.eu/esco/skill/cc7b37ef-9a91-4d16-ba55-138208c20502,record music,записывать музыку,skill/competence
http://data.europa.eu/esco/skill/ccb2e5f2-4279-48fd-9d85-a1db42ff1e13,project configuration management,управление конфигурацией проекта,knowledge
http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),Python (компьютерное программирование),knowledge
http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53,business ICT systems,бизнес ИКТ-системы,knowledge
http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d,integrate gender dimension in research,интеграция гендерного аспекта в исследования,skill/competence
http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,perform project management,управление проектами,skill/competence
http://data.europa.eu/esco/skill/cdaf66a1-eaf3-4fef-af6e-2e9bbe2c326c,distributed ledger technologies vulnerabilities,уязвимости технологий распределенного реестра,knowledge
http://data.europa.eu/esco/skill/cdd8b6b2-2fd9-453c-8d62-8a1dc6efcd49,systems theory,теория систем,knowledge
http://data.europa.eu/esco/skill/cdf83a12-56d4-4e3c-ad0b-af1c1f21c62a,document your own practice,документировать собственную практику,skill/competence
http://data.europa.eu/esco/skill/ce26e71f-2d47-474e-89b6-7920931ac4fc,iOS,iOS,knowledge
http://data.europa.eu/esco/skill/ce2dcc4b-d0a4-4aa4-b84a-a08da3c31d7d,explain distributed ledger technologies principles,объяснять принципы технологий распределенного реестра,skill/competence
http://data.europa.eu/esco/skill/ce354460-500e-4eaa-8e95-8f243fcea3db,manage system testing,управлять тестированием систем,skill/competence
http://data.europa.eu/esco/skill/ce592b28-4467-4908-b2e6-64bbe18da631,perform copywriting,выполнять копирайтинг,skill/competence
http://data.europa.eu/esco/skill/ce8ae6ca-61d8-4174-b457-641de96cbff4,automate cloud tasks,автоматизировать облачные задачи,skill/competence
http://data.europa.eu/esco/skill/cef5c0f8-1e40-4c09-b6a7-aa7811849e5d,ethics,этика,knowledge
http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48,perform backups,выполнять резервное копирование,skill/competence
http://data.europa.eu/esco/skill/cf532795-a1fd-43bd-8407-6e43f877e6e3,mobile device management,управление мобильными устройствами,knowledge
http://data.europa.eu/esco/skill/cfa2be0d-96d5-4017-a866-962efb9c5070,signal processing,обработка сигналов,knowledge
http://data.europa.eu/esco/skill/cffc3e97-e942-4b13-a2f3-0bf4910c06d3,use technical documentation,использование технической документации,skill/competence
http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,ICT infrastructure,инфраструктура ИКТ,knowledge
http://data.europa.eu/esco/skill/d0f2f8a7-d935-4a6d-8e54-dcc3e5e2cbeb,present reports,представлять отчеты,skill/competence
http://data.europa.eu/esco/skill/d1072655-88ce-4445-8803-e6273da273e7,blueprints,чертежи,knowledge
http://data.europa.eu/esco/skill/d11e4683-d2fe-45fd-bb1a-e995f7877851,musical theory,музыкальная теория,knowledge
http://data.europa.eu/esco/skill/d12e9d68-84c5-444e-aa98-d36533bf03f6,apply operations for an ITIL-based environment,применять операции для среды на основе ITIL,skill/competence
http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,have computer literacy,иметь компьютерную грамотность,skill/competence
http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,electrical wiring plans,планы электропроводки,knowledge
http://data.europa.eu/esco/skill/d15f8745-28f8-4abf-a7b6-6cb8a304efd2,tolerate stress,терпимость к стрессу,skill/competence
http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928,distributed directory information services,распределенные справочные информационные услуги,knowledge
http://data.europa.eu/esco/skill/d1f73ae9-d348-4aac-b5d5-9b6d508401d3,resource-efficient technologies,ресурсоэффективные технологии,knowledge
http://data.europa.eu/esco/skill/d2309723-3472-46d2-865a-db81db2269b6,recognise blockchain risks,распознавать риски блокчейна,skill/competence
http://data.europa.eu/esco/skill/d2adb565-a865-424d-aeb5-9fbcbf2afe2a,Joomla,Joomla,knowledge
http://data.europa.eu/esco/skill/d31fab87-2a7d-485c-b699-2901ca294b15,use functional programming,использование функционального программирования,skill/competence
http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963,manage cloud data and storage,управление облачными данными и хранением,skill/competence
http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a,ICT encryption,Шифрование ИКТ,knowledge
http://data.europa.eu/esco/skill/d38871eb-b988-495e-8fca-345677b597a8,state estimation,оценка состояния,knowledge
http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758,GDPR,GDPR,knowledge
http://data.europa.eu/esco/skill/d4789070-2ff7-4bbb-94ca-8bb1739826a9,authoring software,программное обеспечение для создания контента,knowledge
http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86,leadership principles,принципы лидерства,knowledge
http://data.europa.eu/esco/skill/d53b04fb-1bbb-4a25-92f8-8ceb308d276f,define organisational standards,определение организационных стандартов,skill/competence
http://data.europa.eu/esco/skill/d54a1355-05c8-45eb-9c42-267d2cfcdf44,provide technical training,проведение технического обучения,skill/competence
http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,Scratch (computer programming),Скретч (компьютерное программирование),knowledge
http://data.europa.eu/esco/skill/d58a48d1-5b7f-4028-ae11-b051d13ee1a8,analyse staff capacity,анализировать потенциал персонала,skill/competence
http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,Process-based management,Управление на основе процессов,knowledge
http://data.europa.eu/esco/skill/d5b63f98-28ce-4cbb-b075-6ac539a685b0,common aviation safety regulations,общие правила авиационной безопасности,knowledge
http://data.europa.eu/esco/skill/d60f6482-39b0-4a8d-acdc-ac26fbe5fca7,read musical score,чтение нот,skill/competence
http://data.europa.eu/esco/skill/d686f015-5568-4288-9135-74936cd7b655,blockchain-based business models,бизнес-модели на основе блокчейна,knowledge
http://data.europa.eu/esco/skill/d6c29154-9cc1-48a4-a2de-3d1d0d7f0831,publishing strategy,стратегия публикации,knowledge
http://data.europa.eu/esco/skill/d6cdef49-b669-4507-91d1-3f959cf98e47,maintain database performance,поддержание производительности базы данных,skill/competence
http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,product comprehension,понимание продукта,knowledge
http://data.europa.eu/esco/skill/d6e3395b-5ab6-4fba-969a-3df634e904c5,ICT network cable limitations,ограничения сетевых кабелей ИКТ,knowledge
http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,execute feasibility study,выполнять технико-экономическое обоснование,skill/competence
http://data.europa.eu/esco/skill/d7734eca-1359-4169-87ea-0b8512ae9425,maintain sound equipment,обслуживать звуковое оборудование,skill/competence
http://data.europa.eu/esco/skill/d78dedfc-21d2-45fd-ba05-e56b7a8865e6,network standards,сетевые стандарты,knowledge
http://data.europa.eu/esco/skill/d83cba15-8511-4d07-b89a-9fde0d1d8241,perform quality audits,проводить аудит качества,skill/competence
http://data.europa.eu/esco/skill/d84326c9-a3d3-4e22-a6a1-1ad42a356f10,sustainability consulting,консультирование по вопросам устойчивого развития,knowledge
http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,manage environmental impact of operations,управление воздействием деятельности на окружающую среду,skill/competence
http://data.europa.eu/esco/skill/d8829a1d-dbde-435b-b921-29d6462f35c9,Android (mobile operating systems),Android (мобильные операционные системы),knowledge
http://data.europa.eu/esco/skill/d88cb3f1-8e02-4618-bf32-4b0488066934,mechatronics,мехатроника,knowledge
http://data.europa.eu/esco/skill/d91cbd56-31d1-4a0d-a3dc-bb5c7e4eccd0,practise camera movements,практика движений камеры,skill/competence
http://data.europa.eu/esco/skill/d9818afc-1dec-4944-8c9c-e3ae8fad176d,set up the controller of a machine,настраивать контроллер машины,skill/competence
http://data.europa.eu/esco/skill/d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,определять технические требования,skill/competence
http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,Teradata Database,База данных Teradata,knowledge
http://data.europa.eu/esco/skill/da042121-959d-451b-b4d0-3bbf07c1bc67,analyse network bandwidth requirements,анализировать требования к пропускной способности сети,skill/competence
http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,lean project management,бережливое управление проектами,knowledge
http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,manage open publications,управлять открытыми публикациями,skill/competence
http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc,identify ICT system weaknesses,выявлять слабые места системы ИКТ,skill/competence
http://data.europa.eu/esco/skill/dade132a-487b-40fb-9d8e-f20ce5e6c076,develop design concept,разрабатывать концепцию дизайна,skill/competence
http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac,support ICT system users,поддержка пользователей ИКТ-систем,skill/competence
http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,Agile development,гибкая разработка,knowledge
http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,build business relationships,устанавливать деловые отношения,skill/competence
http://data.europa.eu/esco/skill/dcc96a49-0bac-4a9c-8f8e-a32b4e47e6eb,apply health and safety standards,применять стандарты здоровья и безопасности,skill/competence
http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,VBScript,VBScript,knowledge
http://data.europa.eu/esco/skill/dd009c14-f702-4d16-a919-8d2098205cf4,maintain system layout for a production,поддерживать систему планировки производства,skill/competence
http://data.europa.eu/esco/skill/dd276faa-ef0a-4ad0-8744-37b883a79b64,align antennae with receiving dishes,выравнивать антенны с приемными тарелками,skill/competence
http://data.europa.eu/esco/skill/ddb65832-91a7-4157-9488-719a0e2ad87b,lead disaster recovery exercises,проведение учений по ликвидации последствий стихийных бедствий,skill/competence
http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,computer technology,компьютерные технологии,knowledge
http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54,identify ICT user needs,определять потребности пользователей ИКТ,skill/competence
http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56,software interaction design,дизайн взаимодействия программного обеспечения,knowledge
http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,penetration testing tool,инструмент для тестирования на проникновение,knowledge
http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,Oracle Relational Database,реляционная база данных Oracle,knowledge
http://data.europa.eu/esco/skill/debb8d81-ed7f-447d-853a-5d107fda6fcf,provide customer follow-up services,предоставлять услуги по послепродажному обслуживанию клиентов,skill/competence
http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,COBOL,COBOL,knowledge
http://data.europa.eu/esco/skill/df0612db-366c-4ff5-b106-40b9e385195c,utilise decision support system,использование системы поддержки принятия решений,skill/competence
http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e,protect ICT devices,защита устройств ИКТ,skill/competence
http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39,design thinking,дизайн-мышление,knowledge
http://data.europa.eu/esco/skill/df996a98-202f-4a9b-b088-38c8db03ef1b,create content title,создавать контент,skill/competence
http://data.europa.eu/esco/skill/dfb9cec6-3ae3-408a-9d57-c44361bf7aaf,provide multimedia content,предоставлять мультимедийный контент,skill/competence
http://data.europa.eu/esco/skill/dfc63948-4423-4be0-9b32-8e532f90f2ed,set up sound reinforcement system,устанавливать звукоусиливающую систему,skill/competence
http://data.europa.eu/esco/skill/dfff95c6-9758-4c04-a228-7eaa88dec6cd,design for organisational complexity,проектировать для организационной сложности,skill/competence
http://data.europa.eu/esco/skill/e043aeeb-78f5-4049-afbf-12bba52225bc,hardware architectures,архитектуру аппаратного обеспечения,knowledge
http://data.europa.eu/esco/skill/e07a0fbf-7ffe-47d0-9636-e25cbb5fd475,plan audiovisual recording,планировать аудиовизуальную запись,skill/competence
http://data.europa.eu/esco/skill/e08821b5-d6dd-4db9-a0f1-43185653c244,monitor communication channels' performance,контролировать каналы связи производительность,skill/competence
http://data.europa.eu/esco/skill/e1f5c539-7c93-49ee-917d-a24e0d887686,control of expenses,контролировать расходы,skill/competence
http://data.europa.eu/esco/skill/e207163b-7963-4c3e-9494-7a4bb000211b,estimate duration of work,оценивать продолжительность работы,skill/competence
http://data.europa.eu/esco/skill/e2103a1d-4a84-47a9-b4f7-774787573449,copyright legislation,законодательство об авторском праве,knowledge
http://data.europa.eu/esco/skill/e23e81f5-18db-49aa-ad9b-b3d0fdcad1d2,troubleshoot website,устранять неполадки на веб-сайте,skill/competence
http://data.europa.eu/esco/skill/e2c884e4-4952-4a5c-ba69-ad406b66bd7d,set up projection equipment,устанавливать проекционное оборудование,skill/competence
http://data.europa.eu/esco/skill/e2d0daae-2aa1-40cc-99e2-b340b02f97d3,product data management,управление данными о продуктах,knowledge
http://data.europa.eu/esco/skill/e2fb1ee4-fbf9-4690-b677-3e6ff7cfdc48,test ICT queries,тестировать запросы в области ИКТ,skill/competence
http://data.europa.eu/esco/skill/e46291c7-52b9-4174-bd59-178884861038,Hadoop,Hadoop,knowledge
http://data.europa.eu/esco/skill/e464363b-8346-421d-9035-52118b76d8c8,computational biology,вычислительная биология,knowledge
http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,principles of artificial intelligence,принципы искусственного интеллекта,knowledge
http://data.europa.eu/esco/skill/e4a9ec84-4eb3-494b-8a70-0fcf0d687f03,tend lathe,обслуживать токарный станок,skill/competence
http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e,train employees,обучать сотрудников,skill/competence
http://data.europa.eu/esco/skill/e5609f89-0daf-40bb-bd6b-94f5d7498131,ICT market,рынок ИКТ,knowledge
http://data.europa.eu/esco/skill/e5a6e1e0-1b07-4432-83ba-77d593b2cb47,SAS Data Management,Управление данными SAS,knowledge
http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,implement a firewall,устанавливать брандмауэр,skill/competence
http://data.europa.eu/esco/skill/e5beeff8-7c98-490a-ae2c-16fbb6a87305,manage keys for data protection,управлять ключами для защиты данных,skill/competence
http://data.europa.eu/esco/skill/e5d1f825-60ed-4bdd-872a-e748c387f777,CSS,CSS,knowledge
http://data.europa.eu/esco/skill/e6262391-ffda-4b8e-9f5c-89cf1a0e7384,audiovisual equipment,аудиовизуальное оборудование,knowledge
http://data.europa.eu/esco/skill/e6b8f934-7f35-4dc6-9a64-f6c43acdc00b,software components suppliers,поставщиков программных компонентов,knowledge
http://data.europa.eu/esco/skill/e71c6cee-7247-49f4-829a-141c880ae938,advice on security risk management,консультировать по вопросам управления рисками безопасности,skill/competence
http://data.europa.eu/esco/skill/e7219848-a27a-4bf4-8775-d367707be7c9,sales strategies,стратегии продаж,knowledge
http://data.europa.eu/esco/skill/e74f4f21-8d45-412c-b5c3-652e6167ee32,content development processes,процессы разработки контента,knowledge
http://data.europa.eu/esco/skill/e76dd90d-91c4-49c0-bfd0-dfa2c4c90c81,interpret electronic design specifications,интерпретировать спецификации электронного проектирования,skill/competence
http://data.europa.eu/esco/skill/e79a3803-dd53-46b0-906b-13e6d46ef687,quantum computing,квантовые вычисления,knowledge
http://data.europa.eu/esco/skill/e79dab00-fe87-48f2-b8cc-f48b68bc7f35,WhiteHat Sentinel,WhiteHat Sentinel,knowledge
http://data.europa.eu/esco/skill/e8171178-9a60-40a6-ad3b-510e10cfebad,render 3D images,рендеринг 3D-изображений,skill/competence
http://data.europa.eu/esco/skill/e819cc1e-09d9-47f2-b418-93972852daef,MarkLogic,MarkLogic,knowledge
http://data.europa.eu/esco/skill/e81d7bed-b7c7-41bf-a30a-e3201e8f09b3,audio mastering,аудиомастеринг,knowledge
http://data.europa.eu/esco/skill/e8b89eb6-51e8-4c3a-babb-88b2e110376b,Pascal (computer programming),Pascal (компьютерное программирование),knowledge
http://data.europa.eu/esco/skill/e8bae3fe-6d8d-457e-a20b-6f8eea4d5402,operate sound live,работать со звуком вживую,skill/competence
http://data.europa.eu/esco/skill/e8d9ce55-7bc3-4f09-8412-0a393d4b5b96,compose description for web elements,составлять описания для веб-элементов,skill/competence
http://data.europa.eu/esco/skill/e8dd9cc1-c83d-45ec-a7b0-e3727ab90336,create moving images,создавать движущиеся изображения,skill/competence
http://data.europa.eu/esco/skill/e8f80ec5-c423-4eb2-9f0f-805d22f844ae,incidents and accidents recording,регистрация инцидентов и аварий,knowledge
http://data.europa.eu/esco/skill/e9575f7f-053a-439e-8074-f93df3334e92,data ethics,этика данных,knowledge
http://data.europa.eu/esco/skill/e9ea388a-5e61-451b-aac9-f9080def9374,work with an artistic team,работать с художественной командой,skill/competence
http://data.europa.eu/esco/skill/ea412de3-9d7a-4943-8d8c-c6d3c7495d0e,execute integration testing,выполнять интеграционное тестирование,skill/competence
http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5,ABAP,ABAP,knowledge
http://data.europa.eu/esco/skill/eb275d0d-64bb-49cb-a501-72aff776088f,use session border controller,использовать сессионный пограничный контроллер,skill/competence
http://data.europa.eu/esco/skill/eb3aa3a8-6ece-441d-9041-15dcb0880e47,cinematography,кинематография,knowledge
http://data.europa.eu/esco/skill/eb3aa8c1-fb14-47b4-a352-b7975abd2480,replicate customer software issues,воспроизведение проблем с программным обеспечением клиентов,skill/competence
http://data.europa.eu/esco/skill/ec25e825-8c5b-4b46-950b-dcb87dd410e7,set up basic recording,настройка базовой записи,skill/competence
http://data.europa.eu/esco/skill/ec85cc63-4e24-4631-bf92-8789db2605c0,maintain database security,обеспечение безопасности базы данных,skill/competence
http://data.europa.eu/esco/skill/eca40476-bf90-44fd-b318-c609ab083bc4,store performance equipment,хранение оборудования для выступлений,skill/competence
http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080,deep learning,глубокое обучение,knowledge
http://data.europa.eu/esco/skill/ecea634c-1622-47c6-a394-253d868d62e7,work with the lighting crew,работа с бригадой осветителей,skill/competence
http://data.europa.eu/esco/skill/ed0718f6-5823-4c74-9749-2936c9c06203,develop audit plan,разрабатывать план аудита,skill/competence
http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c,Prototyping development,Разработка прототипов,knowledge
http://data.europa.eu/esco/skill/ed1fbdc3-1071-423c-9bb4-e3288ca6d1fe,hardware components suppliers,поставщики аппаратных компонентов,knowledge
http://data.europa.eu/esco/skill/ed39edd3-44d0-4a16-9796-bfb99f92baf3,ICT performance analysis methods,методы анализа производительности ИКТ,knowledge
http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8,scientific research methodology,методология научных исследований,knowledge
http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,интегрировать компоненты системы,skill/competence
http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,data science,наука о данных,knowledge
http://data.europa.eu/esco/skill/ee02393d-27dd-438a-8879-b8088ce45e79,ICT environmental policies,экологическая политика в области ИКТ,knowledge
http://data.europa.eu/esco/skill/ee1417ac-4e9a-4102-b89a-528ab4ffba13,analog electronics theory,теория аналоговой электроники,knowledge
http://data.europa.eu/esco/skill/ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48,verify formal ICT specifications,проверять формальные спецификации ИКТ,skill/competence
http://data.europa.eu/esco/skill/ee3c1d54-f46a-43c7-a0f9-0ba3648164d0,design enterprise architecture,проектировать архитектуру предприятия,skill/competence
http://data.europa.eu/esco/skill/ee46e1d3-a52c-4113-aab9-38dbc907085d,distributed ledger technologies consensus protocols,технологии распределенного реестра протоколы консенсуса,knowledge
http://data.europa.eu/esco/skill/ee8fee1a-75c1-43fb-b08d-779929f99249,apply control process statistical methods,применять статистические методы контроля процессов,skill/competence
http://data.europa.eu/esco/skill/ef069fe6-305b-4452-8f7d-0c572e98effc,mobile marketing,мобильный маркетинг,knowledge
http://data.europa.eu/esco/skill/ef64005d-75bc-4597-8ed6-717edec5e55e,enhance website visibility,повышение видимости веб-сайта,skill/competence
http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,mechanics,механика,knowledge
http://data.europa.eu/esco/skill/efda73b4-5212-40a7-b2f8-d2f754ffdf2b,keep up with trends,следить за тенденциями,skill/competence
http://data.europa.eu/esco/skill/eff1bb34-b454-4482-8c29-65f820619f3c,insourcing strategy,стратегия инсорсинга,knowledge
http://data.europa.eu/esco/skill/f0010b93-5552-45cb-ad26-168c8168f319,Nexpose,Nexpose,knowledge
